Date,Year,Month,Season,ONI,NINO 1+2 SST,NINO 1+2 SST Anomalies,NINO 3 SST,NINO 3 SST Anomalies,NINO 3.4 SST,NINO 3.4 SST Anomalies,NINO 4 SST,NINO 4 SST Anomalies,OLR,TNI,PNA,Precipitation (mm/day),SOI,el_nino
1/1/1989,1989,JAN,DJF 1989,-1.7,24.04,-0.48,24.23,-1.45,24.56,-2.0,26.36,-1.86,1.7,2.63,-1.57,3.1,1.5,No
2/1/1989,1989,FEB,JFM 1989,-1.4,25.86,-0.23,25.42,-0.96,25.26,-1.48,26.63,-1.46,1.7,2.58,-1.71,3.28,1.2,No
3/1/1989,1989,MAR,FMA 1989,-1.1,26.6,0.0,25.93,-1.23,25.8,-1.44,26.97,-1.26,1.3,2.04,-1.56,3.89,1.1,No
4/1/1989,1989,APR,MAM 1989,-0.8,25.6,-0.13,26.51,-1.06,26.49,-1.32,27.41,-1.1,0.6,1.44,-0.77,2.04,1.6,No
5/1/1989,1989,MAY,AMJ 1989,-0.6,23.36,-1.25,26.31,-0.9,26.99,-0.89,28.1,-0.69,0.4,0.66,-0.04,9.63,1.2,No
6/1/1989,1989,JUN,MJJ 1989,-0.4,22.03,-1.15,26.25,-0.39,27.03,-0.67,27.79,-1.05,0.6,0.1,-0.56,10.35,0.7,No
7/1/1989,1989,JUL,JJA 1989,-0.3,21.14,-0.7,25.35,-0.52,26.73,-0.57,27.96,-0.83,0.4,-0.4,-0.59,6.43,0.9,No
8/1/1989,1989,AUG,JAS 1989,-0.3,20.35,-0.51,24.57,-0.65,26.18,-0.72,27.79,-0.91,0.5,-0.42,-0.27,7.79,-0.3,No
9/1/1989,1989,SEP,ASO 1989,-0.2,19.7,-0.88,24.61,-0.4,26.25,-0.51,28.13,-0.54,0.5,-0.4,0.41,8.18,0.5,No
10/1/1989,1989,OCT,SON 1989,-0.2,20.2,-0.68,24.52,-0.57,26.22,-0.55,28.14,-0.54,0.2,-0.56,-1.08,6.66,0.8,No
11/1/1989,1989,NOV,OND 1989,-0.2,21.19,-0.43,24.5,-0.7,26.21,-0.62,27.91,-0.76,-0.6,-0.84,-0.7,4.38,-0.2,No
12/1/1989,1989,DEC,NDJ 1989,-0.1,22.26,-0.58,24.76,-0.5,26.44,-0.2,28.3,-0.15,-0.2,-1.02,0.57,1.87,-0.5,No
1/1/1990,1990,JAN,DJF 1990,0.1,23.92,-0.6,25.27,-0.4,26.45,-0.11,28.2,-0.02,-1.0,-1.31,-1.09,3.52,-0.1,No
2/1/1990,1990,FEB,JFM 1990,0.2,25.66,-0.43,26.27,-0.11,26.74,0.01,28.27,0.18,-1.0,-1.65,-2.78,0.42,-1.8,No
3/1/1990,1990,MAR,FMA 1990,0.3,26.1,-0.5,26.67,-0.5,27.05,-0.18,28.36,0.13,-1.4,-1.63,0.04,0.62,-0.4,No
4/1/1990,1990,APR,MAM 1990,0.3,25.03,-0.7,27.36,-0.21,27.74,-0.06,28.67,0.16,-0.7,-1.57,-0.62,1.13,0.2,No
5/1/1990,1990,MAY,AMJ 1990,0.3,24.0,-0.61,27.24,0.03,27.92,0.04,28.64,-0.15,0.0,-1.71,0.27,5.54,1.2,No
6/1/1990,1990,JUN,MJJ 1990,0.3,22.77,-0.4,26.46,-0.18,27.44,-0.26,28.64,-0.2,0.1,-1.81,-1.39,6.5,0.3,No
7/1/1990,1990,JUL,JJA 1990,0.3,20.93,-0.9,25.72,-0.15,27.27,-0.03,28.68,-0.11,-0.2,-1.88,-0.26,5.1,0.5,No
8/1/1990,1990,AUG,JAS 1990,0.4,20.39,-0.47,25.16,-0.06,26.99,0.09,28.83,0.14,-0.7,-2.17,1.76,5.39,-0.2,No
9/1/1990,1990,SEP,ASO 1990,0.4,19.98,-0.6,25.0,-0.01,26.73,-0.03,28.76,0.08,-0.7,-2.4,-0.46,6.98,-0.7,No
10/1/1990,1990,OCT,SON 1990,0.4,20.08,-0.79,24.91,-0.17,26.95,0.18,28.96,0.28,-0.1,-2.38,-0.91,5.85,0.3,No
11/1/1990,1990,NOV,OND 1990,0.4,20.73,-0.9,24.84,-0.36,26.73,-0.09,28.82,0.15,-0.5,-2.44,-1.66,11.49,-0.5,No
12/1/1990,1990,DEC,NDJ 1990,0.4,22.12,-0.72,25.18,-0.08,26.86,0.22,28.84,0.39,-0.5,-2.36,-1.62,1.82,-0.2,No
1/1/1991,1991,JAN,DJF 1991,0.4,23.73,-0.78,25.63,-0.05,26.89,0.33,28.62,0.4,-0.4,-2.11,0.2,2.32,0.6,Yes
2/1/1991,1991,FEB,JFM 1991,0.3,25.7,-0.4,26.28,-0.1,26.87,0.14,28.4,0.3,-0.6,-2.09,1.13,1.62,0.3,Yes
3/1/1991,1991,MAR,FMA 1991,0.2,26.32,-0.28,26.96,-0.2,27.16,-0.08,28.38,0.15,-0.4,-2.0,-1.21,1.26,-0.7,Yes
4/1/1991,1991,APR,MAM 1991,0.3,25.21,-0.52,27.39,-0.19,27.89,0.08,28.73,0.22,0.0,-1.79,0.38,2.72,-0.6,Yes
5/1/1991,1991,MAY,AMJ 1991,0.5,24.65,0.04,27.44,0.22,28.13,0.25,29.18,0.39,-0.1,-1.77,-0.63,2.73,-1.0,Yes
6/1/1991,1991,JUN,MJJ 1991,0.6,23.07,-0.11,27.23,0.58,28.1,0.39,29.05,0.21,-0.2,-1.84,-0.92,6.22,-0.1,Yes
7/1/1991,1991,JUL,JJA 1991,0.7,22.06,0.23,26.43,0.56,27.77,0.47,28.95,0.17,-0.5,-1.67,0.28,7.78,0.0,Yes
8/1/1991,1991,AUG,JAS 1991,0.6,20.98,0.12,25.55,0.33,27.5,0.6,29.07,0.38,-1.0,-1.71,-0.28,5.76,-0.4,Yes
9/1/1991,1991,SEP,ASO 1991,0.6,20.72,0.14,25.12,0.11,27.07,0.31,28.85,0.17,-0.7,-1.66,1.15,3.13,-1.5,Yes
10/1/1991,1991,OCT,SON 1991,0.8,21.09,0.22,25.36,0.27,27.41,0.64,29.31,0.63,-0.6,-1.66,-2.35,7.23,-1.0,Yes
11/1/1991,1991,NOV,OND 1991,1.2,21.92,0.29,25.93,0.73,27.71,0.89,29.12,0.44,-2.5,-1.66,0.22,3.26,-0.7,Yes
12/1/1991,1991,DEC,NDJ 1991,1.5,23.13,0.29,26.3,1.03,28.14,1.5,29.21,0.77,-1.8,-1.63,0.17,1.17,-1.8,Yes
1/1/1992,1992,JAN,DJF 1992,1.7,24.59,0.07,26.86,1.18,28.23,1.67,28.8,0.58,-2.2,-1.36,0.99,0.76,-2.9,Yes
2/1/1992,1992,FEB,JFM 1992,1.6,26.25,0.15,27.34,0.96,28.28,1.55,28.76,0.67,-1.3,-0.95,0.09,0.28,-0.9,Yes
3/1/1992,1992,MAR,FMA 1992,1.5,27.38,0.78,27.87,0.71,28.39,1.16,28.83,0.6,-2.0,-0.48,0.46,0.16,-2.0,Yes
4/1/1992,1992,APR,MAM 1992,1.3,27.17,1.44,28.46,0.89,28.81,1.0,29.03,0.52,-1.6,-0.28,-0.29,0.2,-1.0,Yes
5/1/1992,1992,MAY,AMJ 1992,1.1,26.09,1.47,28.28,1.07,28.79,0.91,29.12,0.33,-1.8,-0.36,1.2,1.47,0.3,Yes
6/1/1992,1992,JUN,MJJ 1992,0.7,23.66,0.48,27.12,0.47,28.12,0.42,29.01,0.17,-1.0,-0.56,1.36,5.47,-0.6,Yes
7/1/1992,1992,JUL,JJA 1992,0.4,21.44,-0.39,25.65,-0.22,27.45,0.15,29.12,0.33,-0.4,-0.99,0.38,10.07,-0.6,Yes
8/1/1992,1992,AUG,JAS 1992,0.1,20.67,-0.18,24.98,-0.24,26.82,-0.08,28.65,-0.04,-0.2,-1.28,-0.37,4.46,0.4,Yes
9/1/1992,1992,SEP,ASO 1992,-0.1,20.37,-0.21,24.82,-0.19,26.6,-0.16,28.65,-0.03,0.0,-1.32,-1.13,4.52,0.1,Yes
10/1/1992,1992,OCT,SON 1992,-0.3,20.99,0.12,24.66,-0.42,26.27,-0.5,28.45,-0.24,-0.5,-1.22,0.4,7.74,-1.4,Yes
11/1/1992,1992,NOV,OND 1992,-0.3,21.37,-0.26,24.97,-0.23,26.64,-0.18,28.37,-0.3,-1.1,-1.15,0.8,2.64,-0.7,Yes
12/1/1992,1992,DEC,NDJ 1992,-0.1,22.41,-0.43,25.1,-0.17,26.78,0.14,28.48,0.03,-1.5,-0.88,-1.53,2.87,-0.6,Yes
1/1/1993,1993,JAN,DJF 1993,0.1,24.25,-0.27,25.66,-0.01,26.73,0.16,28.32,0.09,-0.7,-0.82,-1.48,1.9,-0.9,No
2/1/1993,1993,FEB,JFM 1993,0.3,26.12,0.03,26.69,0.31,27.07,0.34,28.1,0.0,-1.6,-0.67,0.44,5.75,-0.7,No
3/1/1993,1993,MAR,FMA 1993,0.5,26.84,0.23,27.38,0.22,27.46,0.23,28.29,0.07,-1.0,-0.42,0.94,1.83,-0.5,No
4/1/1993,1993,APR,MAM 1993,0.7,26.23,0.5,28.02,0.44,28.13,0.32,28.51,0.0,-2.0,-0.27,1.26,1.86,-1.2,No
5/1/1993,1993,MAY,AMJ 1993,0.7,25.16,0.54,28.05,0.84,28.53,0.65,28.79,0.0,-1.5,-0.48,2.43,1.27,-0.3,No
6/1/1993,1993,JUN,MJJ 1993,0.6,23.53,0.36,26.82,0.18,27.86,0.15,28.76,-0.08,-1.4,-0.63,0.66,3.52,-0.8,No
7/1/1993,1993,JUL,JJA 1993,0.3,22.06,0.23,26.04,0.17,27.51,0.22,28.8,0.02,-1.3,-0.85,-0.28,7.13,-0.8,No
8/1/1993,1993,AUG,JAS 1993,0.3,20.98,0.13,25.25,0.03,26.86,-0.04,28.67,-0.02,-0.6,-1.03,-0.17,6.73,-0.9,No
9/1/1993,1993,SEP,ASO 1993,0.2,20.88,0.3,25.16,0.15,27.0,0.24,28.83,0.16,-0.9,-1.19,-0.97,8.42,-0.7,No
10/1/1993,1993,OCT,SON 1993,0.1,21.19,0.32,25.28,0.2,26.96,0.19,28.66,-0.02,-1.5,-1.17,-0.17,7.13,-1.1,No
11/1/1993,1993,NOV,OND 1993,0.0,21.64,0.01,25.21,0.01,26.9,0.08,28.76,0.08,-0.1,-1.16,-0.35,5.74,-0.1,No
12/1/1993,1993,DEC,NDJ 1993,0.1,22.46,-0.37,25.25,-0.02,26.74,0.1,28.74,0.29,-0.7,-1.01,0.42,9.31,0.2,No
1/1/1994,1994,JAN,DJF 1994,0.1,24.31,-0.2,25.75,0.08,26.58,0.02,28.31,0.09,-0.1,-1.2,-0.8,2.41,-0.1,No
2/1/1994,1994,FEB,JFM 1994,0.1,25.76,-0.34,26.19,-0.19,26.65,-0.08,27.89,-0.2,0.6,-1.4,-1.27,3.76,0.3,No
3/1/1994,1994,MAR,FMA 1994,0.2,25.54,-1.06,26.86,-0.3,27.38,0.15,28.28,0.06,0.3,-1.61,0.23,2.94,-0.7,No
4/1/1994,1994,APR,MAM 1994,0.3,24.51,-1.22,27.01,-0.56,27.88,0.08,28.4,-0.11,-0.3,-1.85,-0.7,5.65,-1.3,No
5/1/1994,1994,MAY,AMJ 1994,0.4,23.52,-1.1,26.95,-0.26,28.0,0.12,28.98,0.19,-0.1,-2.34,0.48,3.5,-0.7,No
6/1/1994,1994,JUN,MJJ 1994,0.4,22.42,-0.75,26.42,-0.23,27.84,0.13,29.03,0.19,0.1,-2.75,-1.36,13.02,-0.4,No
7/1/1994,1994,JUL,JJA 1994,0.4,21.22,-0.61,25.26,-0.61,27.29,-0.01,29.25,0.47,-0.3,-2.8,-0.06,4.54,-1.3,No
8/1/1994,1994,AUG,JAS 1994,0.4,19.89,-0.96,24.87,-0.35,27.3,0.4,29.31,0.61,-0.6,-2.61,-1.38,8.24,-1.2,No
9/1/1994,1994,SEP,ASO 1994,0.6,20.06,-0.52,24.9,-0.11,27.04,0.28,29.05,0.38,-1.0,-2.5,-2.02,7.01,-1.6,No
10/1/1994,1994,OCT,SON 1994,0.7,21.56,0.69,25.58,0.49,27.37,0.6,29.19,0.5,-0.6,-2.19,-0.09,5.93,-1.1,No
11/1/1994,1994,NOV,OND 1994,1.0,22.26,0.63,25.93,0.73,27.73,0.91,29.25,0.58,-1.4,-1.66,-1.61,2.11,-0.6,No
12/1/1994,1994,DEC,NDJ 1994,1.1,23.46,0.62,26.07,0.8,27.79,1.15,29.16,0.71,-2.8,-1.49,0.39,3.1,-1.2,No
1/1/1995,1995,JAN,DJF 1995,1.0,25.04,0.52,26.17,0.5,27.32,0.75,28.76,0.54,-1.7,-1.73,0.2,3.6,-0.4,No
2/1/1995,1995,FEB,JFM 1995,0.7,26.17,0.07,26.75,0.37,27.37,0.64,28.8,0.71,-0.6,-1.91,0.68,1.59,-0.1,No
3/1/1995,1995,MAR,FMA 1995,0.5,26.3,-0.3,26.97,-0.2,27.53,0.3,28.81,0.59,0.0,-2.19,0.03,3.39,0.8,No
4/1/1995,1995,APR,MAM 1995,0.3,24.65,-1.08,27.0,-0.57,27.87,0.07,28.88,0.36,0.2,-2.3,0.04,1.19,-0.7,No
5/1/1995,1995,MAY,AMJ 1995,0.1,23.37,-1.24,26.4,-0.82,27.67,-0.21,29.05,0.26,0.2,-2.26,0.09,3.19,-0.4,No
6/1/1995,1995,JUN,MJJ 1995,0.0,22.44,-0.73,26.03,-0.61,27.35,-0.36,28.9,0.06,0.4,-2.0,0.9,6.51,0.1,No
7/1/1995,1995,JUL,JJA 1995,-0.2,21.34,-0.5,25.51,-0.36,27.09,-0.21,28.71,-0.08,0.4,-1.53,-0.74,10.54,0.4,No
8/1/1995,1995,AUG,JAS 1995,-0.5,20.14,-0.71,24.44,-0.78,26.33,-0.57,28.48,-0.21,0.7,-1.01,-0.33,8.19,0.3,No
9/1/1995,1995,SEP,ASO 1995,-0.8,20.23,-0.35,24.16,-0.85,26.1,-0.66,28.36,-0.32,0.4,-0.57,1.22,10.93,0.3,No
10/1/1995,1995,OCT,SON 1995,-1.0,20.05,-0.82,24.18,-0.9,25.82,-0.94,28.11,-0.57,0.9,-0.34,0.11,6.34,0.0,No
11/1/1995,1995,NOV,OND 1995,-1.0,21.53,-0.1,24.18,-1.01,25.81,-1.01,28.05,-0.63,0.8,-0.19,-0.73,5.31,0.0,No
12/1/1995,1995,DEC,NDJ 1995,-1.0,21.97,-0.86,24.31,-0.96,25.73,-0.91,27.96,-0.48,1.0,-0.03,0.62,9.99,-0.5,No
1/1/1996,1996,JAN,DJF 1996,-0.9,23.83,-0.69,24.96,-0.71,25.74,-0.83,27.75,-0.48,1.7,0.04,-0.68,5.79,1.0,No
2/1/1996,1996,FEB,JFM 1996,-0.8,25.6,-0.49,25.72,-0.66,25.96,-0.77,27.48,-0.62,1.6,-0.37,-0.7,6.01,0.3,No
3/1/1996,1996,MAR,FMA 1996,-0.6,26.15,-0.45,26.66,-0.5,26.58,-0.66,27.62,-0.61,1.1,-0.6,-0.75,1.35,1.1,No
4/1/1996,1996,APR,MAM 1996,-0.4,24.09,-1.64,26.63,-0.94,27.32,-0.49,28.01,-0.5,0.4,-0.91,0.51,5.0,0.8,No
5/1/1996,1996,MAY,AMJ 1996,-0.3,23.28,-1.34,26.36,-0.85,27.37,-0.51,28.41,-0.38,0.4,-1.53,0.37,4.71,0.3,No
6/1/1996,1996,JUN,MJJ 1996,-0.3,21.86,-1.31,25.87,-0.78,27.23,-0.48,28.45,-0.39,0.5,-1.98,-1.18,9.17,1.2,No
7/1/1996,1996,JUL,JJA 1996,-0.3,20.49,-1.34,25.22,-0.65,26.93,-0.37,28.37,-0.42,0.5,-2.02,0.18,7.57,0.7,No
8/1/1996,1996,AUG,JAS 1996,-0.3,19.75,-1.11,24.68,-0.54,26.59,-0.31,28.44,-0.26,0.5,-1.96,-0.93,5.57,0.7,No
9/1/1996,1996,SEP,ASO 1996,-0.4,19.5,-1.08,24.46,-0.55,26.41,-0.35,28.36,-0.32,0.6,-1.89,-0.27,5.86,0.6,No
10/1/1996,1996,OCT,SON 1996,-0.4,20.14,-0.73,24.4,-0.68,26.22,-0.55,28.34,-0.35,0.5,-1.73,-0.67,7.95,0.6,No
11/1/1996,1996,NOV,OND 1996,-0.5,20.34,-1.29,24.56,-0.64,26.39,-0.43,28.24,-0.43,0.5,-1.66,-0.44,10.17,-0.1,No
12/1/1996,1996,DEC,NDJ 1996,-0.5,21.67,-1.16,24.2,-1.06,26.04,-0.6,28.31,-0.14,0.7,-1.51,-1.53,4.57,0.9,No
1/1/1997,1997,JAN,DJF 1997,-0.5,23.58,-0.93,24.69,-0.98,25.95,-0.61,28.12,-0.1,0.5,-1.35,0.16,4.13,0.5,Yes
2/1/1997,1997,FEB,JFM 1997,-0.4,25.64,-0.45,25.66,-0.72,26.34,-0.39,28.22,0.12,0.5,-1.15,0.45,3.22,1.7,Yes
3/1/1997,1997,MAR,FMA 1997,-0.1,26.83,0.23,26.73,-0.44,26.88,-0.36,28.35,0.13,-1.0,-0.54,-1.56,3.02,-0.4,Yes
4/1/1997,1997,APR,MAM 1997,0.3,26.53,0.8,27.26,-0.31,27.7,-0.11,29.0,0.48,-1.2,0.3,0.29,0.76,-0.6,Yes
5/1/1997,1997,MAY,AMJ 1997,0.8,26.44,1.83,27.67,0.46,28.28,0.4,29.21,0.42,-1.7,1.06,0.77,4.18,-1.3,Yes
6/1/1997,1997,JUN,MJJ 1997,1.2,25.97,2.79,27.85,1.21,28.52,0.81,29.04,0.2,-0.9,1.78,-0.25,6.76,-1.4,Yes
7/1/1997,1997,JUL,JJA 1997,1.6,25.42,3.59,27.65,1.77,28.57,1.27,29.19,0.4,-1.5,2.51,0.1,10.18,-0.8,Yes
8/1/1997,1997,AUG,JAS 1997,1.9,24.57,3.71,27.54,2.32,28.58,1.68,29.03,0.33,-1.7,2.83,-0.55,3.94,-1.4,Yes
9/1/1997,1997,SEP,ASO 1997,2.1,24.21,3.63,27.53,2.52,28.6,1.84,29.23,0.56,-1.4,2.94,0.22,8.42,-1.4,Yes
10/1/1997,1997,OCT,SON 1997,2.3,24.44,3.57,27.78,2.69,28.73,1.96,28.99,0.3,-2.6,3.09,-0.12,6.67,-1.5,Yes
11/1/1997,1997,NOV,OND 1997,2.4,25.36,3.73,28.23,3.04,28.93,2.11,29.29,0.61,-0.6,3.04,0.86,3.54,-1.2,Yes
12/1/1997,1997,DEC,NDJ 1997,2.4,26.57,3.73,28.33,3.07,28.74,2.1,28.89,0.44,-1.5,2.86,0.85,2.25,-1.0,Yes
1/1/1998,1998,JAN,DJF 1998,2.2,27.4,2.88,28.42,2.75,28.59,2.03,28.67,0.44,-0.7,2.72,0.3,0.76,-2.7,Yes
2/1/1998,1998,FEB,JFM 1998,1.9,28.01,1.91,28.57,2.19,28.47,1.74,28.62,0.52,-0.3,2.87,0.89,0.18,-2.0,Yes
3/1/1998,1998,MAR,FMA 1998,1.4,28.51,1.91,28.81,1.64,28.42,1.18,28.49,0.27,0.1,3.05,0.69,0.15,-2.4,Yes
4/1/1998,1998,APR,MAM 1998,1.0,28.07,2.34,28.77,1.2,28.3,0.5,28.39,-0.12,1.0,2.98,0.85,0.04,-1.4,Yes
5/1/1998,1998,MAY,AMJ 1998,0.5,27.46,2.84,28.27,1.06,28.33,0.45,28.56,-0.23,-0.3,3.16,-1.87,1.5,0.3,Yes
6/1/1998,1998,JUN,MJJ 1998,-0.1,25.09,1.92,26.37,-0.27,26.96,-0.75,28.36,-0.48,-0.1,3.21,0.09,4.6,1.0,Yes
7/1/1998,1998,JUL,JJA 1998,-0.8,23.47,1.64,25.49,-0.38,26.15,-1.15,28.02,-0.77,0.5,2.76,1.67,6.19,1.2,Yes
8/1/1998,1998,AUG,JAS 1998,-1.1,21.98,1.12,24.78,-0.43,25.7,-1.2,27.79,-0.9,0.6,2.45,-0.6,6.54,1.2,Yes
9/1/1998,1998,SEP,ASO 1998,-1.3,21.11,0.53,24.38,-0.63,25.73,-1.03,27.91,-0.77,0.9,2.37,0.42,6.64,1.0,Yes
10/1/1998,1998,OCT,SON 1998,-1.4,21.66,0.79,24.18,-0.91,25.43,-1.34,27.27,-1.41,0.8,2.26,0.77,7.38,1.1,Yes
11/1/1998,1998,NOV,OND 1998,-1.5,21.45,-0.17,24.47,-0.73,25.51,-1.31,27.24,-1.43,1.0,2.23,0.7,10.05,1.0,Yes
12/1/1998,1998,DEC,NDJ 1998,-1.6,23.08,0.24,24.12,-1.15,24.91,-1.73,26.96,-1.48,1.3,2.48,-0.39,5.02,1.4,Yes
1/1/1999,1999,JAN,DJF 1999,-1.6,23.82,-0.69,24.52,-1.15,24.98,-1.58,26.55,-1.67,1.8,2.45,-0.44,9.82,1.8,No
2/1/1999,1999,FEB,JFM 1999,-1.3,25.67,-0.42,25.64,-0.74,25.63,-1.1,26.62,-1.48,1.3,2.1,-0.46,9.61,1.0,No
3/1/1999,1999,MAR,FMA 1999,-1.1,26.61,0.01,26.82,-0.35,26.34,-0.89,26.89,-1.34,1.5,1.7,0.38,6.38,1.3,No
4/1/1999,1999,APR,MAM 1999,-1.0,24.21,-1.52,26.74,-0.83,26.81,-0.99,27.22,-1.29,1.0,1.14,0.05,7.41,1.4,No
5/1/1999,1999,MAY,AMJ 1999,-1.0,23.79,-0.82,26.57,-0.64,26.96,-0.92,27.8,-0.99,0.7,0.45,-0.05,7.68,0.2,No
6/1/1999,1999,JUN,MJJ 1999,-1.0,22.35,-0.83,25.84,-0.8,26.62,-1.08,27.96,-0.89,0.5,-0.1,0.43,7.0,0.3,No
7/1/1999,1999,JUL,JJA 1999,-1.1,21.04,-0.79,25.01,-0.87,26.27,-1.03,27.7,-1.09,0.2,-0.31,-0.92,9.79,0.5,No
8/1/1999,1999,AUG,JAS 1999,-1.1,20.03,-0.83,24.26,-0.96,25.68,-1.22,27.74,-0.95,0.7,-0.37,1.95,10.26,0.4,No
9/1/1999,1999,SEP,ASO 1999,-1.2,19.64,-0.94,23.89,-1.12,25.73,-1.03,27.77,-0.91,1.0,-0.2,0.33,7.1,-0.1,No
10/1/1999,1999,OCT,SON 1999,-1.3,20.13,-0.74,23.75,-1.34,25.58,-1.19,27.84,-0.85,0.9,0.15,0.62,7.32,1.0,No
11/1/1999,1999,NOV,OND 1999,-1.5,20.66,-0.96,23.63,-1.57,25.19,-1.63,27.54,-1.13,0.7,0.48,0.45,9.01,1.0,No
12/1/1999,1999,DEC,NDJ 1999,-1.7,22.17,-0.67,23.68,-1.59,24.99,-1.65,27.21,-1.23,1.8,1.07,-0.09,9.24,1.4,No
1/1/2000,2000,JAN,DJF 2000,-1.7,23.93,-0.59,24.0,-1.67,24.8,-1.77,27.02,-1.2,1.7,1.45,-1.7,3.03,0.7,No
2/1/2000,2000,FEB,JFM 2000,-1.4,25.71,-0.39,25.38,-1.0,25.21,-1.52,26.69,-1.41,2.2,1.83,1.2,8.26,1.7,No
3/1/2000,2000,MAR,FMA 2000,-1.1,25.88,-0.72,26.56,-0.61,26.11,-1.13,26.73,-1.49,1.8,1.86,0.95,6.19,1.3,No
